epoch,block,loss,accuracy,condition,phase
0,0,1.385681914165616,0.2611355251736111,average,train
0,0,,0.25223942150184886,binary,train
0,0,,0.2660988543010682,quaternary,train
0,0,,0.2627746308043095,ternary,train
0,0,1.385160118341446,0.2666015625,average,test
0,0,,0.2934934577134325,binary,test
0,0,,0.27854914672623565,quaternary,test
0,0,,0.1916655495157121,ternary,test
0,0,1.384194254875183,0.2777777777777778,average,validation
0,0,,0.2777777777777778,binary,validation
0,0,,0.2222222222222222,quaternary,validation
0,0,,0.3333333333333333,ternary,validation
200,0,0.10982649045763537,0.9661865234375,average,train
200,0,,0.9766528984558973,binary,train
200,0,,0.9663549202974822,quaternary,train
200,0,,0.9570242026354308,ternary,train
200,0,1.7238767743110657,0.5703125,average,test
200,0,,0.6524008378965276,binary,test
200,0,,0.5286842222817832,quaternary,test
200,0,,0.537896440925213,ternary,test
200,0,2.257188081741333,0.5185185185185185,average,validation
200,0,,0.5833333333333334,binary,validation
200,0,,0.4444444444444444,quaternary,validation
200,0,,0.5277777777777778,ternary,validation
400,0,0.0018939321280413424,0.999755859375,average,train
400,0,,1.0,binary,train
400,0,,1.0,quaternary,train
400,0,,0.9993500750428816,ternary,train
400,0,2.2822744324803352,0.6064453125,average,test
400,0,,0.6928802727751526,binary,test
400,0,,0.4753036884844033,quaternary,test
400,0,,0.6212437892227806,ternary,test
400,0,2.906684637069702,0.5648148148148148,average,validation
400,0,,0.5833333333333334,binary,validation
400,0,,0.5277777777777778,quaternary,validation
400,0,,0.5833333333333334,ternary,validation
600,0,0.0005728883102165128,0.9998779296875,average,train
600,0,,1.0,binary,train
600,0,,0.9996189024390244,quaternary,train
600,0,,1.0,ternary,train
600,0,2.626344382762909,0.591796875,average,test
600,0,,0.6015660808071522,binary,test
600,0,,0.6080554813932473,quaternary,test
600,0,,0.5677787895422993,ternary,test
600,0,2.9599881172180176,0.5648148148148148,average,validation
600,0,,0.5833333333333334,binary,validation
600,0,,0.5555555555555556,quaternary,validation
600,0,,0.5555555555555556,ternary,validation
800,0,0.015527334600847098,0.9964599609375,average,train
800,0,,0.9992769281914894,binary,train
800,0,,0.996886806170031,quaternary,train
800,0,,0.9936673999869069,ternary,train
800,0,2.549256846308708,0.5810546875,average,test
800,0,,0.5965216186252772,binary,test
800,0,,0.5876360074034492,quaternary,test
800,0,,0.5235283556897464,ternary,test
800,0,2.808603048324585,0.5092592592592593,average,validation
800,0,,0.4444444444444444,binary,validation
800,0,,0.5833333333333334,quaternary,validation
800,0,,0.5,ternary,validation
1000,0,1.2987097790073676e-05,1.0,average,train
1000,0,,1.0,binary,train
1000,0,,1.0,quaternary,train
1000,0,,1.0,ternary,train
1000,0,3.7657801806926727,0.5947265625,average,test
1000,0,,0.600403445415158,binary,test
1000,0,,0.5468655267937717,quaternary,test
1000,0,,0.6317070995047916,ternary,test
1000,0,3.9913341999053955,0.5185185185185185,average,validation
1000,0,,0.4722222222222222,binary,validation
1000,0,,0.5555555555555556,quaternary,validation
1000,0,,0.5277777777777778,ternary,validation
1200,0,2.8923764645583105e-06,1.0,average,train
1200,0,,1.0,binary,train
1200,0,,1.0,quaternary,train
1200,0,,1.0,ternary,train
1200,0,4.219403833150864,0.576171875,average,test
1200,0,,0.6851958215129571,binary,test
1200,0,,0.6327714689358777,quaternary,test
1200,0,,0.5240659170211849,ternary,test
1200,0,4.36492395401001,0.5370370370370371,average,validation
1200,0,,0.5277777777777778,binary,validation
1200,0,,0.5555555555555556,quaternary,validation
1200,0,,0.5277777777777778,ternary,validation
1400,0,2.6193445849809205e-10,1.0,average,train
1400,0,,1.0,binary,train
1400,0,,1.0,quaternary,train
1400,0,,1.0,ternary,train
1400,0,5.294826626777649,0.5947265625,average,test
1400,0,,0.7188028679758003,binary,test
1400,0,,0.4826431396553348,quaternary,test
1400,0,,0.5903264658263858,ternary,test
1400,0,6.1473469734191895,0.5648148148148148,average,validation
1400,0,,0.5833333333333334,binary,validation
1400,0,,0.5555555555555556,quaternary,validation
1400,0,,0.5555555555555556,ternary,validation
1600,0,0.00010401153707562116,1.0,average,train
1600,0,,1.0,binary,train
1600,0,,1.0,quaternary,train
1600,0,,1.0,ternary,train
1600,0,3.8271524012088776,0.595703125,average,test
1600,0,,0.6743293934759056,binary,test
1600,0,,0.5065972504599933,quaternary,test
1600,0,,0.5770481601972708,ternary,test
1600,0,4.733316898345947,0.5370370370370371,average,validation
1600,0,,0.5,binary,validation
1600,0,,0.5277777777777778,quaternary,validation
1600,0,,0.5833333333333334,ternary,validation
1800,0,2.356584171137044e-07,1.0,average,train
1800,0,,1.0,binary,train
1800,0,,1.0,quaternary,train
1800,0,,1.0,ternary,train
1800,0,4.286822095513344,0.59375,average,test
1800,0,,0.6259613554291061,binary,test
1800,0,,0.6255688721839138,quaternary,test
1800,0,,0.5803965238289523,ternary,test
1800,0,5.726452827453613,0.5462962962962963,average,validation
1800,0,,0.5555555555555556,binary,validation
1800,0,,0.5555555555555556,quaternary,validation
1800,0,,0.5277777777777778,ternary,validation
2000,0,0.0,1.0,average,train
2000,0,,1.0,binary,train
2000,0,,1.0,quaternary,train
2000,0,,1.0,ternary,train
2000,0,5.565458536148071,0.595703125,average,test
2000,0,,0.6059115964121597,binary,test
2000,0,,0.483842395510375,quaternary,test
2000,0,,0.6391063199922494,ternary,test
2000,0,6.652864933013916,0.5648148148148148,average,validation
2000,0,,0.5833333333333334,binary,validation
2000,0,,0.5,quaternary,validation
2000,0,,0.6111111111111112,ternary,validation
2200,0,5.600232884717116e-05,1.0,average,train
2200,0,,1.0,binary,train
2200,0,,1.0,quaternary,train
2200,0,,1.0,ternary,train
2200,0,3.648822396993637,0.591796875,average,test
2200,0,,0.5820522822039531,binary,test
2200,0,,0.5974197216241025,quaternary,test
2200,0,,0.5247233646690168,ternary,test
2200,0,5.214470863342285,0.5277777777777778,average,validation
2200,0,,0.5555555555555556,binary,validation
2200,0,,0.5,quaternary,validation
2200,0,,0.5277777777777778,ternary,validation
2400,0,1.1212085537781746e-07,1.0,average,train
2400,0,,1.0,binary,train
2400,0,,1.0,quaternary,train
2400,0,,1.0,ternary,train
2400,0,4.358659386634827,0.6357421875,average,test
2400,0,,0.7160682053634182,binary,test
2400,0,,0.5726222473671454,quaternary,test
2400,0,,0.597348991735259,ternary,test
2400,0,6.005758762359619,0.5555555555555556,average,validation
2400,0,,0.5555555555555556,binary,validation
2400,0,,0.5,quaternary,validation
2400,0,,0.6111111111111112,ternary,validation
2600,0,0.0,1.0,average,train
2600,0,,1.0,binary,train
2600,0,,1.0,quaternary,train
2600,0,,1.0,ternary,train
2600,0,5.025033278390765,0.6630859375,average,test
2600,0,,0.6802334570191714,binary,test
2600,0,,0.6118771648740513,quaternary,test
2600,0,,0.6587403177074047,ternary,test
2600,0,6.786576271057129,0.5555555555555556,average,validation
2600,0,,0.5555555555555556,binary,validation
2600,0,,0.5277777777777778,quaternary,validation
2600,0,,0.5833333333333334,ternary,validation
2800,0,6.501532404001864e-06,1.0,average,train
2800,0,,1.0,binary,train
2800,0,,1.0,quaternary,train
2800,0,,1.0,ternary,train
2800,0,3.786694683134556,0.626953125,average,test
2800,0,,0.7118230808274413,binary,test
