stat,permutation,compare_method,model,parcel,it,pe,fmethod,cmethod,amethod,epoch,p_FDR,percentile,network
0.0675423303697505,False,corr,pe_layer0,HIP-rh,0,learn-1.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.0350058061425605,False,corr,pe_layer1,HIP-rh,0,learn-1.6,crossnobis,corr,euclidean,4000,1.0,0.8,n/a
0.0148949727482565,False,corr,pe_layer2,HIP-rh,0,learn-1.6,crossnobis,corr,euclidean,4000,1.0,0.6,n/a
0.0175453460473548,False,corr,pe_layer3,HIP-rh,0,learn-1.6,crossnobis,corr,euclidean,4000,1.0,0.6,n/a
0.028935498485398,False,corr,pe_avg,HIP-rh,0,learn-1.6,crossnobis,corr,euclidean,4000,1.0,0.8,n/a
0.0229267854681316,False,corr,attn_out_layer0,HIP-rh,0,learn-1.6,crossnobis,corr,euclidean,4000,1.0,0.7,n/a
0.0035339217119906,False,corr,attn_out_layer1,HIP-rh,0,learn-1.6,crossnobis,corr,euclidean,4000,1.0,0.5,n/a
0.0123871357556539,False,corr,attn_out_layer2,HIP-rh,0,learn-1.6,crossnobis,corr,euclidean,4000,1.0,0.5,n/a
0.0317414687991669,False,corr,attn_out_layer3,HIP-rh,0,learn-1.6,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
0.0155774298453609,False,corr,attn_out_avg,HIP-rh,0,learn-1.6,crossnobis,corr,euclidean,4000,1.0,0.8,n/a
0.0499812112596418,False,corr,mlp_layer0,HIP-rh,0,learn-1.6,crossnobis,corr,euclidean,4000,1.0,0.8,n/a
0.0418380004834189,False,corr,mlp_layer1,HIP-rh,0,learn-1.6,crossnobis,corr,euclidean,4000,1.0,0.8,n/a
0.0481836314314616,False,corr,mlp_layer2,HIP-rh,0,learn-1.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.098261209994802,False,corr,mlp_layer3,HIP-rh,0,learn-1.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.1010983453728782,False,corr,mlp_avg,HIP-rh,0,learn-1.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.0417287522038825,False,corr,pe_layer0,AMY-rh,0,learn-1.6,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
