stat,permutation,compare_method,model,parcel,it,pe,fmethod,cmethod,amethod,epoch,p_FDR,percentile,network
0.0680355761411249,False,corr,pe_layer0,HIP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.046334256185077,False,corr,pe_layer1,HIP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
0.0408245210276331,False,corr,pe_layer2,HIP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
0.0133705394518399,False,corr,pe_layer3,HIP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.6,n/a
0.0525682252500082,False,corr,pe_avg,HIP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.7,n/a
0.0423727127531368,False,corr,attn_out_layer0,HIP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.8,n/a
0.0352941423427195,False,corr,attn_out_layer1,HIP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
0.0122700821859658,False,corr,attn_out_layer2,HIP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.8,n/a
0.0172772466441183,False,corr,attn_out_layer3,HIP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.6,n/a
0.0435910552803295,False,corr,attn_out_avg,HIP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
0.0677559905362898,False,corr,mlp_layer0,HIP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.0601155284622238,False,corr,mlp_layer1,HIP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.0017194747336545,False,corr,mlp_layer2,HIP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.5,n/a
-0.0042607459666473,False,corr,mlp_layer3,HIP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.4,n/a
0.023672230504021,False,corr,mlp_avg,HIP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.7,n/a
0.0429906280855963,False,corr,pe_layer0,AMY-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.8,n/a
0.0181655086132274,False,corr,pe_layer1,AMY-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.7,n/a
0.0090070252443106,False,corr,pe_layer2,AMY-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.6,n/a
-0.0116952908143246,False,corr,pe_layer3,AMY-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.4,n/a
0.0227010000633586,False,corr,pe_avg,AMY-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.8,n/a
0.0190090879926197,False,corr,attn_out_layer0,AMY-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.7,n/a
0.0032401429658946,False,corr,attn_out_layer1,AMY-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.8,n/a
-0.0213702618395548,False,corr,attn_out_layer2,AMY-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.2,n/a
0.002730488522861,False,corr,attn_out_layer3,AMY-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.8,n/a
0.0149385365092192,False,corr,attn_out_avg,AMY-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
0.0385934072646697,False,corr,mlp_layer0,AMY-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
0.035885327346426,False,corr,mlp_layer1,AMY-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.7,n/a
-0.0181217647005441,False,corr,mlp_layer2,AMY-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.3,n/a
-0.0188799059433579,False,corr,mlp_layer3,AMY-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.1,n/a
-0.0073734164900069,False,corr,mlp_avg,AMY-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.4,n/a
0.0510176055875728,False,corr,pe_layer0,pTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
0.0428077304892515,False,corr,pe_layer1,pTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.8,n/a
0.0353480213093082,False,corr,pe_layer2,pTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.8,n/a
0.0091457315144545,False,corr,pe_layer3,pTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.8,n/a
0.0463761784303339,False,corr,pe_avg,pTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.0371257291885257,False,corr,attn_out_layer0,pTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.0345846046888407,False,corr,attn_out_layer1,pTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.8,n/a
0.0037519579701005,False,corr,attn_out_layer2,pTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.6,n/a
0.0063464537390134,False,corr,attn_out_layer3,pTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.5,n/a
0.0393403079502766,False,corr,attn_out_avg,pTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.8,n/a
0.053127185677799,False,corr,mlp_layer0,pTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.0615770093076079,False,corr,mlp_layer1,pTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
-0.0096812329881996,False,corr,mlp_layer2,pTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.7,n/a
-0.065005550234694,False,corr,mlp_layer3,pTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0420457363040802,False,corr,mlp_avg,pTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
0.0678475470362498,False,corr,pe_layer0,aTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.0499948991246628,False,corr,pe_layer1,aTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.8,n/a
0.0348134832392483,False,corr,pe_layer2,aTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.8,n/a
0.0139848071146569,False,corr,pe_layer3,aTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.7,n/a
0.0508992952627816,False,corr,pe_avg,aTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.0480138152761515,False,corr,attn_out_layer0,aTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
0.0347114277819744,False,corr,attn_out_layer1,aTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.6,n/a
0.0059494585459613,False,corr,attn_out_layer2,aTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.5,n/a
0.0193558639514714,False,corr,attn_out_layer3,aTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.0441651728022163,False,corr,attn_out_avg,aTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
0.065742675368673,False,corr,mlp_layer0,aTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.0689895531063573,False,corr,mlp_layer1,aTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
0.0028854233104417,False,corr,mlp_layer2,aTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.5,n/a
-0.0576977568144282,False,corr,mlp_layer3,aTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0349368552469099,False,corr,mlp_avg,aTHA-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.2,n/a
0.0917546673984193,False,corr,pe_layer0,NAc-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.0767813204654378,False,corr,pe_layer1,NAc-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
0.0651676792781273,False,corr,pe_layer2,NAc-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
0.0195646883762359,False,corr,pe_layer3,NAc-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.7,n/a
0.0771683955134882,False,corr,pe_avg,NAc-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.0687435076631245,False,corr,attn_out_layer0,NAc-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.0603551280378031,False,corr,attn_out_layer1,NAc-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.0185004570795494,False,corr,attn_out_layer2,NAc-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.5,n/a
0.0326937830154179,False,corr,attn_out_layer3,NAc-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
0.0636277114183106,False,corr,attn_out_avg,NAc-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.0980717916561313,False,corr,mlp_layer0,NAc-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.1074812989369522,False,corr,mlp_layer1,NAc-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.0172478668551662,False,corr,mlp_layer2,NAc-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.6,n/a
-0.0573073575218876,False,corr,mlp_layer3,NAc-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0232600225735725,False,corr,mlp_avg,NAc-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.3,n/a
0.0727204487633793,False,corr,pe_layer0,GP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
0.0566900063374797,False,corr,pe_layer1,GP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.0547019664899234,False,corr,pe_layer2,GP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
0.0468487411336156,False,corr,pe_layer3,GP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
0.0454931494669836,False,corr,pe_avg,GP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.076785166179123,False,corr,attn_out_layer0,GP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.0636783179740301,False,corr,attn_out_layer1,GP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.053814924516035,False,corr,attn_out_layer2,GP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.012310576276848,False,corr,attn_out_layer3,GP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.6,n/a
0.0421761316236729,False,corr,attn_out_avg,GP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
0.0542282663986635,False,corr,mlp_layer0,GP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.0559717698292836,False,corr,mlp_layer1,GP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.8,n/a
0.0479453670426148,False,corr,mlp_layer2,GP-rh,0,learn-0.6,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
