onset,duration,trial_type,LST_id,LST_id_orig,response_time,motor_onset,motor_duration,confidence_onset,confidence_duration,accuracy,motor_key,subject
474.821511394126,5,Binary,29,10,0.6544154395451187,481.0496694516333,2,483.0702227782749,2,0.0,3,27
496.16118023113086,5,Quaternary,83,28,0.706947777311143,502.33927924272575,2,504.3597343122965,2,1.0,4,27
510.8048978828301,5,Binary,31,11,1.1087381825054765,516.966193468339,2,518.9867951902561,2,1.0,3,27
525.7493236087321,5,Ternary,62,21,0.8326721024204744,531.7771050630035,2,533.7975861633604,2,1.0,2,27
540.4098402869495,5,Null,111,37,,546.354079031109,2,548.3911868414798,2,0.0,999,27
554.6195076830918,5,Ternary,37,13,1.8825284014528731,560.8477452994921,2,562.8680243862473,2,1.0,1,27
569.296700933126,5,Quaternary,89,30,0.8228654598860885,575.0740837679768,2,577.0943569886367,2,1.0,3,27
583.6232619832153,5,Null,142,48,0.6016055622167187,589.3671255906665,2,591.3875542628084,2,1.0,4,27
597.3820969622902,5,Binary,12,4,0.3414860918855993,603.2429455147794,2,605.2632612646194,2,0.0,1,27
618.7049462414434,5,Null,144,48,,624.8496745111333,2,626.8700654203058,2,0.0,999,27
633.3987493364621,5,Ternary,54,18,0.8865004803083139,639.4767056919954,2,641.4971853258321,2,0.0,1,27
648.0426532366473,5,Quaternary,107,36,0.6019036331199459,653.8701262810282,2,655.8905080244222,2,1.0,2,27
662.3023250506885,5,Null,123,41,1.514691314616357,668.6140844792462,2,670.6344251599803,2,1.0,3,27
676.9629249541176,5,Binary,23,8,1.2481418720562942,683.1243382281391,2,685.1446532447153,2,1.0,4,27
691.4563628114702,5,Quaternary,100,34,,697.4508919456057,2,699.4712080620811,2,0.0,999,27
706.1670719892281,5,Ternary,45,15,0.6951554619663511,712.3117408647231,2,714.332086678296,2,1.0,2,27
720.9110430195215,5,Binary,30,10,1.4813378043691046,726.8553899197868,2,728.8757023699509,2,1.0,2,27
4.157452695057145,5,Quaternary,81,27,0.6728701710890164,10.051702786440728,2,12.072104694532754,2,1.0,4,27
18.4171234092064,5,Binary,34,12,1.0862534444313496,24.32806730404991,2,26.34858470087056,2,1.0,2,27
32.7103811774723,5,Null,117,39,0.7275036703649675,38.82159975216928,2,40.8420089928768,2,1.0,1,27
47.3875898260012,5,Ternary,47,16,0.8315648771967972,53.14825612628192,2,55.16866903330083,2,1.0,1,27
61.33008744015388,5,Binary,3,1,0.6365069880121155,67.24098917244555,2,69.26145120800356,2,1.0,1,27
75.38939584967738,5,Null,110,37,,81.38382526021451,2,83.40423816723342,2,0.0,999,27
89.74943506451382,5,Quaternary,78,26,,95.593606678558,2,97.61400858665002,2,0.0,999,27
104.27628325990372,5,Ternary,70,24,0.5718758314978913,110.32090077041356,2,112.3412476838712,2,1.0,3,27
125.84968074385688,5,Null,127,43,0.4967113700622576,131.67713838974305,2,133.69747797059244,2,1.0,1,27
139.89243210323184,5,Quaternary,91,31,,145.8701218814531,2,147.8905369882632,2,0.0,999,27
154.03529752147733,5,Binary,4,2,0.8454664199380204,160.29677609245118,2,162.31728029055375,2,1.0,1,27
168.97963378944405,5,Ternary,42,14,,175.00745483984792,2,177.0278879115649,2,0.0,999,27
183.6234372327672,5,Quaternary,80,27,0.4968074273419915,189.88494440095383,2,191.90533347696328,2,1.0,3,27
198.1836554367983,5,Null,116,39,,204.2115003182116,2,206.2319777522644,2,0.0,999,27
212.41003313478723,5,Ternary,72,24,0.5958729219200904,218.47124765820627,2,220.4916426003183,2,1.0,1,27
226.5528494244936,5,Binary,1,1,0.5463531900313683,232.64756007757387,2,234.66805364338504,2,1.0,3,27
247.92586443912296,5,Ternary,41,14,,253.97047718343677,2,255.9909135548296,2,0.0,999,27
262.6364647275186,5,Quaternary,101,34,1.0476266823607148,268.5141691343088,2,270.5345380456274,2,1.0,4,27
276.8628398590881,5,Ternary,59,20,0.5785279820265714,283.09103128000424,2,285.11156444194785,2,1.0,2,27
291.5234137317311,5,Null,131,44,1.4313238540562452,297.734963777395,2,299.7552325984798,2,1.0,1,27
306.1839736723923,5,Quaternary,88,30,,311.97802537980897,2,313.9983363634456,2,0.0,999,27
320.24334294263826,5,Binary,15,5,0.6811886589275673,326.4715512285693,2,328.4918754109167,2,1.0,2,27
335.1541819810518,5,Null,118,40,0.7261240384032135,341.1653532237033,2,343.18576943039807,2,1.0,3,27
349.9649989849568,5,Binary,2,1,1.656551431005937,356.0597279695794,2,358.080054351718,2,1.0,4,27
371.65532788584096,5,Binary,28,10,0.4971652590757003,377.51616543940327,2,379.5365754133745,2,1.0,4,27
386.349268467442,5,Quaternary,79,27,1.0326842745707836,392.2934701818813,2,394.3139670473756,2,1.0,2,27
400.9930139830904,5,Ternary,69,23,0.787752488075057,407.1711265600316,2,409.1915478995652,2,1.0,2,27
415.5532343869054,5,Null,128,43,0.96391165573732,421.33061355545215,2,423.3511181201902,2,1.0,2,27
429.3789622683398,5,Ternary,39,13,,435.4234213943128,2,437.4604837424631,2,0.0,999,27
444.2063803180936,5,Binary,8,3,0.7740709238496493,450.2509835300007,2,452.2713062458206,2,1.0,4,27
458.9336461793646,5,Null,120,40,0.5718285361217568,465.2119494410217,2,467.2325002012512,2,1.0,1,27
473.2601936641149,5,Quaternary,86,29,1.0828243458963698,479.2547429629485,2,481.2750180167641,2,1.0,2,27
494.4495962721048,5,Ternary,48,16,0.7943005154374987,500.4273117144912,2,502.4477246215101,2,0.0,3,27
508.7427238864111,5,Quaternary,73,25,1.0516049939469667,514.4866765851621,2,516.5071217557052,2,1.0,2,27
522.885606536307,5,Binary,19,7,0.7170044621088891,528.9301470543287,2,530.9505731600657,2,1.0,1,27
537.1619710539162,5,Null,122,41,,543.1732475196259,2,545.1935805011162,2,0.0,999,27
551.2047623760591,5,Quaternary,108,36,1.0370633136917604,557.3494928455402,2,559.3697972298178,2,1.0,3,27
566.1491356737461,5,Ternary,49,17,1.68566742164694,572.2436663110711,2,574.2641727089576,2,0.0,4,27
580.6761004577493,5,Binary,26,9,0.9876158080878668,586.7874154563615,2,588.8077928001876,2,0.0,1,27
595.3198984016053,5,Null,114,38,0.6574691080750199,601.3642952003356,2,603.3847099405102,2,1.0,4,27
617.1435522522006,5,Ternary,64,22,1.0562029116990743,622.937715048778,2,624.958036664706,2,1.0,3,27
631.0026948712475,5,Null,141,47,1.046520190393494,636.8801320041312,2,638.900496515882,2,1.0,2,27
645.1621386042243,5,Binary,35,12,0.5466695924696978,651.1566574726967,2,653.1771008100768,2,1.0,3,27
660.0064194742663,5,Quaternary,85,29,1.6063200685894117,666.167839714275,2,668.1882441887792,2,0.0,4,27
674.6168239451144,5,Binary,13,5,0.542032078577904,680.6947590360505,2,682.7150795520865,2,1.0,4,27
688.8598903137317,5,Null,124,42,0.5700973051425535,694.6204744887,2,696.6409574222125,2,1.0,1,27
703.0528620732584,5,Ternary,53,18,0.8212988461673376,709.2809779682066,2,711.3013894087053,2,0.0,4,27
717.5631180219352,5,Quaternary,76,26,1.0926045910164248,723.8414132177131,2,725.8617124691591,2,1.0,2,27
4.805928779191163,5,Binary,5,2,0.722910098520515,10.549817840801552,2,12.703761207201753,2,1.0,1,28
19.09890002683824,5,Quaternary,83,28,1.30684091160947,25.193464122035948,2,27.213932905942784,2,1.0,3,28
34.09328293498402,5,Ternary,62,21,0.5924103272918728,39.98740839766833,2,42.00786068336311,2,1.0,1,28
48.46971827957896,5,Null,110,37,0.8961633409708156,54.23028263581364,2,56.25076571817772,2,1.0,1,28
62.69597405029344,5,Ternary,68,23,1.0821682361784042,68.77384195312334,2,70.79423264549405,2,1.0,4,28
77.28943789793993,5,Binary,26,9,0.7170374676716165,83.08353395713493,2,85.10383445926709,2,1.0,1,28
91.1483081442566,5,Quaternary,107,36,,97.2930506401317,2,99.31334344310017,2,0.0,999,28
106.20947692171468,5,Null,140,47,1.2515656627438148,112.07023749670044,2,114.09065531946544,2,0.0,2,28
127.59887106331009,5,Ternary,66,22,1.375276968930848,133.52646406924032,2,135.5467656712499,2,1.0,4,28
141.80834851721738,5,Quaternary,97,33,0.7264652802841738,147.85277197429969,2,149.87316010028007,2,0.0,4,28
156.2015768436977,5,Ternary,58,20,0.7474770387416356,162.2793406244673,2,164.29972728394205,2,1.0,4,28
170.14392878505896,5,Binary,36,12,1.0234408277319744,175.93794235318637,2,177.95832461313694,2,1.0,3,28
184.2197674075942,5,Null,129,43,1.0940300852671498,190.2809391180708,2,192.30139616992528,2,1.0,2,28
198.3626397392873,5,Binary,9,3,0.916658888651,204.64087734876372,2,206.66110269236376,2,1.0,4,28
213.0563610323952,5,Null,124,42,0.8895174938297714,219.26766795489675,2,221.2881517705173,2,1.0,4,28
228.11730176787387,5,Quaternary,106,36,1.0872955143931904,234.29544801390875,2,236.31573898374336,2,0.0,2,28
249.64028377969225,5,Null,117,39,1.3462401126598706,255.8183999623143,2,257.8387305278593,2,1.0,4,28
264.3841185805068,5,Binary,7,3,1.2471701719696284,270.6790512824591,2,272.69962932121416,2,1.0,2,28
278.81081261709915,5,Quaternary,89,30,1.6846016127165058,284.80520029139734,2,286.8255583539649,2,0.0,1,28
293.2706647637752,5,Binary,6,2,0.8962315335811581,299.5322054476419,2,301.55258367468923,2,1.0,2,28
308.0812799345076,5,Null,131,44,1.0023971727205208,314.19263481182134,2,316.2129338474406,2,1.0,4,28
322.6415372773117,5,Ternary,51,17,0.7567193381037214,328.5858228093348,2,330.6062025028877,2,1.0,2,28
336.8676478637426,5,Quaternary,82,28,1.8050407731716405,342.91210835015227,2,344.93250747493585,2,0.0,3,28
351.4613052904315,5,Ternary,46,16,0.8806619859169587,357.27205721302016,2,359.2923870453087,2,1.0,3,28
372.6670266509973,5,Quaternary,92,31,1.0843247360317037,378.7782873051765,2,380.7986189705989,2,0.0,1,28
387.160307478458,5,Ternary,49,17,1.6112985823274355,393.42192955350765,2,395.4422267560003,2,1.0,4,28
