stat,permutation,compare_method,model,parcel,it,pe,fmethod,cmethod,amethod,epoch,p_FDR,percentile,network
0.0152850590195423,False,corr,pe_layer0,HIP-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.7336,n/a
0.0290148367522251,False,corr,pe_layer1,HIP-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.8654,n/a
-0.0053126233491917,False,corr,pe_layer2,HIP-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.4318,n/a
0.0140449218657717,False,corr,pe_layer3,HIP-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.7065,n/a
0.015039816166799,False,corr,pe_avg,HIP-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.6997,n/a
-0.0378949472807466,False,corr,attn_out_layer0,HIP-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.1152,n/a
0.0291062563233764,False,corr,attn_out_layer1,HIP-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.9263,n/a
0.0025275348614375,False,corr,attn_out_layer2,HIP-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.5654,n/a
-0.005207347534168,False,corr,attn_out_layer3,HIP-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.4214,n/a
-0.0008043118134218,False,corr,attn_out_avg,HIP-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.5083,n/a
-0.0373310579380474,False,corr,mlp_layer0,HIP-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.0769,n/a
-0.0037779033977686,False,corr,mlp_layer1,HIP-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.4287,n/a
-0.0296773419926752,False,corr,mlp_layer2,HIP-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.2359,n/a
-0.0354341995150566,False,corr,mlp_layer3,HIP-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.2376,n/a
-0.0244845028753727,False,corr,mlp_avg,HIP-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.1593,n/a
0.0359326875374349,False,corr,pe_layer0,AMY-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.9344,n/a
0.0174179833058257,False,corr,pe_layer1,AMY-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.753,n/a
-0.0125750478390203,False,corr,pe_layer2,AMY-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.3334,n/a
0.0060805158143006,False,corr,pe_layer3,AMY-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.5934,n/a
0.0071856759219618,False,corr,pe_avg,AMY-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.602,n/a
-0.0475524213116424,False,corr,attn_out_layer0,AMY-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.0573,n/a
0.0143540335741417,False,corr,attn_out_layer1,AMY-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.7823,n/a
0.0285729038782785,False,corr,attn_out_layer2,AMY-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.8705,n/a
0.0152494117678284,False,corr,attn_out_layer3,AMY-rh,0,2dpe,crossnobis,corr,euclidean,4000,1.0,0.776,n/a
