stat,permutation,compare_method,model,parcel,it,pe,fmethod,cmethod,amethod,epoch,p_FDR,percentile,network
0.0679386637765607,False,corr,pe_layer0,HIP-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
-0.0113741247443098,False,corr,pe_layer1,HIP-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.3,n/a
-0.0185191480778502,False,corr,pe_layer2,HIP-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.4,n/a
-0.0425320183678987,False,corr,pe_layer3,HIP-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.2,n/a
-0.003384719219979,False,corr,pe_avg,HIP-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.4,n/a
0.0031626384561018,False,corr,attn_out_layer0,HIP-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.8,n/a
-0.0145097345312046,False,corr,attn_out_layer1,HIP-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.1,n/a
-0.0247941089295298,False,corr,attn_out_layer2,HIP-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.7,n/a
-0.0323749564750711,False,corr,attn_out_layer3,HIP-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.1,n/a
-0.0111504737789634,False,corr,attn_out_avg,HIP-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.4,n/a
-0.0215551537314145,False,corr,mlp_layer0,HIP-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.3,n/a
-0.0402264536389929,False,corr,mlp_layer1,HIP-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.1,n/a
-0.0617044903668629,False,corr,mlp_layer2,HIP-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.1,n/a
-0.1012731341695025,False,corr,mlp_layer3,HIP-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0868557107347337,False,corr,mlp_avg,HIP-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
0.0434251834055527,False,corr,pe_layer0,AMY-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.6,n/a
-0.0328484286390952,False,corr,pe_layer1,AMY-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0477122709109193,False,corr,pe_layer2,AMY-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0651103370355028,False,corr,pe_layer3,AMY-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0272698320369681,False,corr,pe_avg,AMY-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0240070313688614,False,corr,attn_out_layer0,AMY-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0376118351899976,False,corr,attn_out_layer1,AMY-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.1,n/a
-0.0424655911283064,False,corr,attn_out_layer2,AMY-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.1,n/a
-0.043564074205144,False,corr,attn_out_layer3,AMY-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0320610534013907,False,corr,attn_out_avg,AMY-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.1,n/a
-0.0556500583538806,False,corr,mlp_layer0,AMY-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0799972348342366,False,corr,mlp_layer1,AMY-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0601255318204709,False,corr,mlp_layer2,AMY-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0830585272412992,False,corr,mlp_layer3,AMY-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.073221278837614,False,corr,mlp_avg,AMY-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
0.0512629192790598,False,corr,pe_layer0,pTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.7,n/a
-0.0262119848189073,False,corr,pe_layer1,pTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.3,n/a
-0.0490611085624248,False,corr,pe_layer2,pTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0733888324478336,False,corr,pe_layer3,pTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0290188686529279,False,corr,pe_avg,pTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.1,n/a
-0.0154811798333764,False,corr,attn_out_layer0,pTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.3,n/a
-0.0477264322241727,False,corr,attn_out_layer1,pTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0440797394017636,False,corr,attn_out_layer2,pTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0317414760507265,False,corr,attn_out_layer3,pTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.2,n/a
-0.0377732847722966,False,corr,attn_out_avg,pTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.1,n/a
-0.0462040084991524,False,corr,mlp_layer0,pTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.2,n/a
-0.0877785236843774,False,corr,mlp_layer1,pTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0629144780796883,False,corr,mlp_layer2,pTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0389701268937087,False,corr,mlp_layer3,pTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.4,n/a
-0.0384286185987929,False,corr,mlp_avg,pTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.3,n/a
0.0681572279788487,False,corr,pe_layer0,aTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
-0.009097505570765,False,corr,pe_layer1,aTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.4,n/a
-0.0392787885514951,False,corr,pe_layer2,aTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.1,n/a
-0.0660479753017701,False,corr,pe_layer3,aTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0166753377546147,False,corr,pe_avg,aTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.2,n/a
0.0028166794024275,False,corr,attn_out_layer0,aTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.7,n/a
-0.0323091923595613,False,corr,attn_out_layer1,aTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.1,n/a
-0.0351797102354933,False,corr,attn_out_layer2,aTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.1,n/a
-0.0178702572276161,False,corr,attn_out_layer3,aTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.1,n/a
-0.0214756560199528,False,corr,attn_out_avg,aTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.2,n/a
-0.0398422498109333,False,corr,mlp_layer0,aTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.1007944029303408,False,corr,mlp_layer1,aTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0597309398361515,False,corr,mlp_layer2,aTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0415506005179393,False,corr,mlp_layer3,aTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.2,n/a
-0.0504285818014229,False,corr,mlp_avg,aTHA-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.1,n/a
0.0912530570454169,False,corr,pe_layer0,NAc-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
-0.0097020371740404,False,corr,pe_layer1,NAc-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.1,n/a
-0.0404608862711234,False,corr,pe_layer2,NAc-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0669574950898424,False,corr,pe_layer3,NAc-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0126433700505641,False,corr,pe_avg,NAc-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.5,n/a
0.0029761516334928,False,corr,attn_out_layer0,NAc-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.4,n/a
-0.030989075672728,False,corr,attn_out_layer1,NAc-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.2,n/a
-0.0297371065684426,False,corr,attn_out_layer2,NAc-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.1,n/a
-0.0385365054187254,False,corr,attn_out_layer3,NAc-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.2,n/a
-0.0250793601796183,False,corr,attn_out_avg,NAc-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.2,n/a
-0.0644813584029906,False,corr,mlp_layer0,NAc-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0962055296268225,False,corr,mlp_layer1,NAc-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0698630194765798,False,corr,mlp_layer2,NAc-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.2,n/a
-0.05108341036308,False,corr,mlp_layer3,NAc-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
-0.0743108005768707,False,corr,mlp_avg,NAc-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.0,n/a
0.0729768935315419,False,corr,pe_layer0,GP-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
0.0657065979511434,False,corr,pe_layer1,GP-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,1.0,n/a
0.0358448098105444,False,corr,pe_layer2,GP-rh,0,learn-0.01,crossnobis,corr,euclidean,4000,1.0,0.9,n/a
