epoch,block,loss,accuracy,condition,phase
0,0,1.3960682787001133,0.2509087456597222,average,train
0,0,,0.23461628226589315,binary,train
0,0,,0.26123430704083017,quaternary,train
0,0,,0.2592324797880534,ternary,train
0,0,1.3892420679330826,0.205078125,average,test
0,0,,0.1996882521140439,binary,test
0,0,,0.2257210296532173,quaternary,test
0,0,,0.1886965314275097,ternary,test
0,0,1.3841748237609863,0.25925925925925924,average,validation
0,0,,0.2222222222222222,binary,validation
0,0,,0.2777777777777778,quaternary,validation
0,0,,0.2777777777777778,ternary,validation
200,0,0.0011430838721935288,1.0,average,train
200,0,,1.0,binary,train
200,0,,1.0,quaternary,train
200,0,,1.0,ternary,train
200,0,0.7434810248378199,0.8564453125,average,test
200,0,,0.9184736145012329,binary,test
200,0,,0.7936539979598136,quaternary,test
200,0,,0.8600269909566398,ternary,test
200,0,4.2891998291015625,0.3148148148148148,average,validation
200,0,,0.3333333333333333,binary,validation
200,0,,0.19444444444444445,quaternary,validation
200,0,,0.4166666666666667,ternary,validation
400,0,1.2442423667380353e-05,1.0,average,train
400,0,,1.0,binary,train
400,0,,1.0,quaternary,train
400,0,,1.0,ternary,train
400,0,1.0615892801433802,0.8525390625,average,test
400,0,,0.9272115649294317,binary,test
400,0,,0.7761982082452697,quaternary,test
400,0,,0.8223872283194847,ternary,test
400,0,6.183470726013184,0.3425925925925926,average,validation
400,0,,0.4166666666666667,binary,validation
400,0,,0.19444444444444445,quaternary,validation
400,0,,0.4166666666666667,ternary,validation
600,0,2.5068672524497515e-06,1.0,average,train
600,0,,1.0,binary,train
600,0,,1.0,quaternary,train
600,0,,1.0,ternary,train
600,0,1.162146121263504,0.8291015625,average,test
600,0,,0.9139652069699934,binary,test
600,0,,0.7461341383513836,quaternary,test
600,0,,0.868328891806561,ternary,test
600,0,6.709131240844727,0.37037037037037035,average,validation
600,0,,0.5,binary,validation
600,0,,0.19444444444444445,quaternary,validation
600,0,,0.4166666666666667,ternary,validation
800,0,5.820765570929698e-11,1.0,average,train
800,0,,1.0,binary,train
800,0,,1.0,quaternary,train
800,0,,1.0,ternary,train
800,0,2.0170255452394485,0.8271484375,average,test
800,0,,0.9307249402295842,binary,test
800,0,,0.7193099309378379,quaternary,test
800,0,,0.8638138549977257,ternary,test
800,0,10.075937271118164,0.3333333333333333,average,validation
800,0,,0.4166666666666667,binary,validation
800,0,,0.19444444444444445,quaternary,validation
800,0,,0.3888888888888889,ternary,validation
1000,0,0.0,1.0,average,train
1000,0,,1.0,binary,train
1000,0,,1.0,quaternary,train
1000,0,,1.0,ternary,train
1000,0,2.6066180765628815,0.8203125,average,test
1000,0,,0.9074271423619363,binary,test
1000,0,,0.7730116097546451,quaternary,test
1000,0,,0.8188165907782117,ternary,test
1000,0,11.957478523254395,0.32407407407407407,average,validation
1000,0,,0.3888888888888889,binary,validation
