epoch,block,loss,accuracy,condition,phase
0,0,1.4095713794231415,0.2576633029513889,average,train
0,0,,0.24661940451208764,binary,train
0,0,,0.26532488877013305,quaternary,train
0,0,,0.26207377663398546,ternary,train
0,0,1.380769893527031,0.3037109375,average,test
0,0,,0.36137997983928216,binary,test
0,0,,0.21041204525288376,quaternary,test
0,0,,0.3323679224953033,ternary,test
0,0,1.4050832986831665,0.25925925925925924,average,validation
0,0,,0.2222222222222222,binary,validation
0,0,,0.25,quaternary,validation
0,0,,0.3055555555555556,ternary,validation
200,0,0.06315182644175366,0.9764946831597222,average,train
200,0,,0.990905563243983,binary,train
200,0,,0.9585230066326891,quaternary,train
200,0,,0.9791671329860484,ternary,train
200,0,0.10632222797721624,0.9599609375,average,test
200,0,,0.9902663662867744,binary,test
200,0,,0.9160467262252976,quaternary,test
200,0,,0.9725252715597851,ternary,test
200,0,0.12264019250869751,0.9629629629629629,average,validation
200,0,,1.0,binary,validation
200,0,,0.9444444444444444,quaternary,validation
200,0,,0.9444444444444444,ternary,validation
400,0,0.024181648248486454,0.9928521050347222,average,train
400,0,,0.9979893402523077,binary,train
400,0,,0.9901893504269843,quaternary,train
400,0,,0.9904142362245921,ternary,train
400,0,0.07176794926408547,0.98046875,average,test
400,0,,1.0,binary,test
400,0,,0.9474741498189175,quaternary,test
400,0,,0.9905801435406699,ternary,test
400,0,0.06946981698274612,0.9722222222222222,average,validation
400,0,,1.0,binary,validation
400,0,,0.9166666666666666,quaternary,validation
400,0,,1.0,ternary,validation
600,0,0.006509366413411044,0.998046875,average,train
600,0,,0.9995888157894737,binary,train
600,0,,0.9960371084347286,quaternary,train
600,0,,0.998497693611283,ternary,train
600,0,0.04481235220282542,0.9833984375,average,test
600,0,,1.0,binary,test
600,0,,0.9586597914388184,quaternary,test
600,0,,0.9911088282078473,ternary,test
600,0,0.09785422682762146,0.9722222222222222,average,validation
600,0,,0.9722222222222222,binary,validation
600,0,,0.9444444444444444,quaternary,validation
600,0,,1.0,ternary,validation
800,0,0.005134206115599227,0.9981689453125,average,train
800,0,,1.0,binary,train
800,0,,0.9959030500883911,quaternary,train
800,0,,0.9984604853292426,ternary,train
800,0,0.03159020157181658,0.986328125,average,test
800,0,,1.0,binary,test
800,0,,0.9594541387866162,quaternary,test
800,0,,0.9972826086956521,ternary,test
800,0,0.044207628816366196,0.9814814814814815,average,validation
800,0,,1.0,binary,validation
800,0,,0.9444444444444444,quaternary,validation
800,0,,1.0,ternary,validation
1000,0,0.0036981175429673385,0.9989013671875,average,train
1000,0,,1.0,binary,train
1000,0,,0.9975826290636178,quaternary,train
1000,0,,0.9991770616770617,ternary,train
1000,0,0.03932021505897865,0.984375,average,test
1000,0,,1.0,binary,test
1000,0,,0.9528125794558862,quaternary,test
1000,0,,1.0,ternary,test
1000,0,0.06031431630253792,0.9722222222222222,average,validation
1000,0,,1.0,binary,validation
1000,0,,0.9444444444444444,quaternary,validation
1000,0,,0.9722222222222222,ternary,validation
1200,0,0.0019502278848904098,0.99951171875,average,train
1200,0,,1.0,binary,train
1200,0,,0.9988636363636364,quaternary,train
1200,0,,0.9996995192307692,ternary,train
1200,0,0.03894919378183204,0.9912109375,average,test
1200,0,,1.0,binary,test
1200,0,,0.9726767239848392,quaternary,test
1200,0,,1.0,ternary,test
1200,0,0.09273027628660202,0.9722222222222222,average,validation
1200,0,,1.0,binary,validation
1200,0,,0.9166666666666666,quaternary,validation
1200,0,,1.0,ternary,validation
