rho,roi
0.2553236182791634,L_a9-46v_ROI
0.2750417930630532,L_a9-46v_ROI
0.2637287202029501,L_a9-46v_ROI
0.2967996668357873,L_a9-46v_ROI
0.33077247188093767,L_a9-46v_ROI
0.3216681311406967,L_a9-46v_ROI
0.36134765382969114,L_a9-46v_ROI
0.1936709936461036,L_a9-46v_ROI
0.3705358281435195,L_a9-46v_ROI
0.3497603880430384,L_a9-46v_ROI
0.37160076365865363,L_a9-46v_ROI
0.2602793253296566,L_a9-46v_ROI
0.31051039779522155,L_a9-46v_ROI
0.23946369220198305,L_a9-46v_ROI
0.27451993869155367,L_a9-46v_ROI
0.2598721953442612,L_a9-46v_ROI
0.2738057057306635,L_a9-46v_ROI
0.33764995646049545,L_a9-46v_ROI
0.35275800320420325,L_a9-46v_ROI
0.32362200195975566,L_a9-46v_ROI
0.23058389529741075,L_a9-46v_ROI
0.32702957411049904,L_a9-46v_ROI
0.377899064967013,L_a9-46v_ROI
0.1954908728860062,L_a9-46v_ROI
0.3628201960275208,L_a9-46v_ROI
0.3378490763157584,L_a9-46v_ROI
0.2960349600840704,L_a9-46v_ROI
0.2068122167936059,L_a9-46v_ROI
0.2665161162830568,L_a9-46v_ROI
0.2518481466827421,L_a9-46v_ROI
0.3584345720659299,L_a9-46v_ROI
0.3075268528835273,L_a9-46v_ROI
0.24030465249474459,L_a9-46v_ROI
0.24770947615593483,L_a9-46v_ROI
0.2546669366417689,L_a9-46v_ROI
0.39191891588132155,L_a9-46v_ROI
0.37005588326152594,L_a9-46v_ROI
0.21691154782071917,L_a9-46v_ROI
0.31999669873835385,L_a9-46v_ROI
0.38978008439893436,L_a9-46v_ROI
0.4168006378276806,L_a9-46v_ROI
0.25737306624460526,L_a9-46v_ROI
0.29786440982917733,L_a9-46v_ROI
0.36662684830471565,L_a9-46v_ROI
0.264651570270361,L_a9-46v_ROI
0.30301571933291227,L_a9-46v_ROI
0.3639185954443631,L_a9-46v_ROI
0.3071371852644157,L_a9-46v_ROI
0.3260452212041197,L_a9-46v_ROI
0.31476817728943995,L_a9-46v_ROI
0.31212078587717923,L_a9-46v_ROI
0.3907414727459927,L_a9-46v_ROI
0.3898299795295181,L_a9-46v_ROI
0.25979754151337364,L_a9-46v_ROI
0.29124420936707307,L_a9-46v_ROI
0.3711630082742345,L_a9-46v_ROI
0.33373219058990417,L_a9-46v_ROI
0.35151383008003084,L_a9-46v_ROI
0.26288980937486633,L_a9-46v_ROI
0.25011233320984894,L_a9-46v_ROI
0.30092339189824036,L_a9-46v_ROI
0.3526878750684783,L_a9-46v_ROI
0.26899442820968866,L_a9-46v_ROI
0.26954549519087506,L_a9-46v_ROI
0.29197161696914886,L_a9-46v_ROI
0.21007535919527873,L_a9-46v_ROI
0.21024896412622407,L_a9-46v_ROI
0.3131468770995216,L_a9-46v_ROI
0.2774762493908263,L_a9-46v_ROI
0.28670001796774236,L_a9-46v_ROI
0.3474095665392909,L_a9-46v_ROI
0.3425136971497271,L_a9-46v_ROI
0.29019037585428475,L_a9-46v_ROI
0.21643882210951187,L_a9-46v_ROI
0.2746786757885077,L_a9-46v_ROI
0.3681606805813049,L_a9-46v_ROI
0.16636887032568354,L_a9-46v_ROI
0.23311324827726726,L_a9-46v_ROI
0.19220383367369823,L_a9-46v_ROI
0.19221981387165418,L_a9-46v_ROI
0.292314887874203,L_a9-46v_ROI
0.2819912034759378,L_a9-46v_ROI
0.2707038321308382,L_a9-46v_ROI
0.3083840681542663,L_a9-46v_ROI
0.35954561606492086,L_a9-46v_ROI
0.27870656146971934,L_a9-46v_ROI
0.4533962137308557,L_a9-46v_ROI
0.3272496005131947,L_a9-46v_ROI
0.332931310369711,L_a9-46v_ROI
0.2696796490997036,L_a9-46v_ROI
0.3232052570012375,L_a9-46v_ROI
0.29737847019946,L_a9-46v_ROI
0.22093775862353499,L_a9-46v_ROI
0.3386486616297737,L_a9-46v_ROI
0.3200503452715895,L_a9-46v_ROI
0.29183843639717777,L_a9-46v_ROI
0.2696715228426708,L_a9-46v_ROI
0.2636727941086534,L_a9-46v_ROI
0.25887009457368254,L_a9-46v_ROI
0.3172430606606744,L_a9-46v_ROI
0.29060745278489336,L_a9-46v_ROI
0.2211271582714521,L_a9-46v_ROI
0.3216724056343705,L_a9-46v_ROI
0.2926044184368042,L_a9-46v_ROI
0.27880743991197693,L_a9-46v_ROI
0.3161109405699924,L_a9-46v_ROI
0.3089956761388253,L_a9-46v_ROI
0.266939622831502,L_a9-46v_ROI
0.2978445506089761,L_a9-46v_ROI
0.35944226986670513,L_a9-46v_ROI
0.16278608171801873,L_a9-46v_ROI
0.30893464076656396,L_a9-46v_ROI
0.32155274227824354,L_a9-46v_ROI
0.31672998722237655,L_a9-46v_ROI
0.298213710607519,L_a9-46v_ROI
0.21960061512563966,L_a9-46v_ROI
0.2537572032323511,L_a9-46v_ROI
0.2358641831272595,L_a9-46v_ROI
0.25346879272126854,L_a9-46v_ROI
0.3237309128817617,L_a9-46v_ROI
0.2893290728460061,L_a9-46v_ROI
0.31421344355778197,L_a9-46v_ROI
0.28317857462082285,L_a9-46v_ROI
0.27382827865665504,L_a9-46v_ROI
0.3024079813340986,L_a9-46v_ROI
0.2859922943787351,L_a9-46v_ROI
0.40295983542710734,L_a9-46v_ROI
0.2862219579983699,L_a9-46v_ROI
0.26182459266081104,L_a9-46v_ROI
0.2499761519459589,L_a9-46v_ROI
0.38808197922824017,L_a9-46v_ROI
0.15356116195749964,L_a9-46v_ROI
0.19315757059540456,L_a9-46v_ROI
0.32629521581369364,L_a9-46v_ROI
0.30549526293547796,L_a9-46v_ROI
0.3144496335000722,L_a9-46v_ROI
0.3493374698490061,L_a9-46v_ROI
0.3583279996881642,L_a9-46v_ROI
0.3817172952456406,L_a9-46v_ROI
0.27834600325345216,L_a9-46v_ROI
0.3533969986723796,L_a9-46v_ROI
0.3627010702061537,L_a9-46v_ROI
0.2617513127261478,L_a9-46v_ROI
0.2904379858877566,L_a9-46v_ROI
0.2971032102190658,L_a9-46v_ROI
0.25635297551335073,L_a9-46v_ROI
0.39962556014062556,L_a9-46v_ROI
0.3331567912110638,L_a9-46v_ROI
0.2281512647301911,L_a9-46v_ROI
0.30685377339583364,L_a9-46v_ROI
0.3028145997967051,L_a9-46v_ROI
0.2606313686123896,L_a9-46v_ROI
0.43945425745839045,L_a9-46v_ROI
0.21441916535344258,L_a9-46v_ROI
0.28909255947341306,L_a9-46v_ROI
0.26212991186364104,L_a9-46v_ROI
0.335751477406734,L_a9-46v_ROI
0.29394365354417795,L_a9-46v_ROI
0.279718410275724,L_a9-46v_ROI
0.29096489099019984,L_a9-46v_ROI
0.31519291057785664,L_a9-46v_ROI
0.355913901481409,L_a9-46v_ROI
0.37928430713008743,L_a9-46v_ROI
0.46311362654035904,L_a9-46v_ROI
0.40252856966842226,L_a9-46v_ROI
0.26578042416738185,L_a9-46v_ROI
0.3781913112631358,L_a9-46v_ROI
0.3176747063291857,L_a9-46v_ROI
0.21512806062841816,L_a9-46v_ROI
0.3672328769279626,L_a9-46v_ROI
0.3291055403304306,L_a9-46v_ROI
0.31123268183369784,L_a9-46v_ROI
0.3526322207238449,L_a9-46v_ROI
0.3228773330670033,L_a9-46v_ROI
0.2508968220928019,L_a9-46v_ROI
0.295978773767068,L_a9-46v_ROI
0.37604008948970213,L_a9-46v_ROI
0.2755193521532231,L_a9-46v_ROI
0.2275588159595365,L_a9-46v_ROI
0.3596905481621257,L_a9-46v_ROI
0.3667653972201735,L_a9-46v_ROI
0.3679909010301,L_a9-46v_ROI
0.22502423339356167,L_a9-46v_ROI
0.2992753124458035,L_a9-46v_ROI
0.26208465341057774,L_a9-46v_ROI
0.2659574105006272,L_a9-46v_ROI
0.21228913057228158,L_a9-46v_ROI
0.27631132593180996,L_a9-46v_ROI
0.312393611843235,L_a9-46v_ROI
0.32827858776602525,L_a9-46v_ROI
0.2439857465020066,L_a9-46v_ROI
0.3363186063720791,L_a9-46v_ROI
0.25271888168414125,L_a9-46v_ROI
0.2836281391510689,L_a9-46v_ROI
0.36497257573268194,L_a9-46v_ROI
0.40099064802190565,L_a9-46v_ROI
0.32152927346680615,L_a9-46v_ROI
0.3492598041928303,L_a9-46v_ROI
0.34361005517685833,L_a9-46v_ROI
0.2788664422277225,L_a9-46v_ROI
0.20570022374474514,L_a9-46v_ROI
0.2786775985319908,L_a9-46v_ROI
0.2744261629598558,L_a9-46v_ROI
0.2827156591989122,L_a9-46v_ROI
0.2725118311917034,L_a9-46v_ROI
0.32168066749440405,L_a9-46v_ROI
0.21769520834677217,L_a9-46v_ROI
0.2815847801555827,L_a9-46v_ROI
0.3731193035351966,L_a9-46v_ROI
0.3102620088453506,L_a9-46v_ROI
0.38488095732897654,L_a9-46v_ROI
0.2607988134889748,L_a9-46v_ROI
0.28639539797046576,L_a9-46v_ROI
0.20392149530506157,L_a9-46v_ROI
0.2777437997991172,L_a9-46v_ROI
0.23341957004599379,L_a9-46v_ROI
0.3072680726993405,L_a9-46v_ROI
0.3572863211659762,L_a9-46v_ROI
0.2955781439017758,L_a9-46v_ROI
0.3834091282525873,L_a9-46v_ROI
0.37582259680034774,L_a9-46v_ROI
0.20506135505115058,L_a9-46v_ROI
0.34721172177247717,L_a9-46v_ROI
0.3366834874005199,L_a9-46v_ROI
0.21881024828822276,L_a9-46v_ROI
0.28402330388852737,L_a9-46v_ROI
0.22275237702337766,L_a9-46v_ROI
0.2154122818050197,L_a9-46v_ROI
0.22168500942922123,L_a9-46v_ROI
0.3111286887210113,L_a9-46v_ROI
0.18636334770896623,L_a9-46v_ROI
0.3391611621595978,L_a9-46v_ROI
0.36093194906456627,L_a9-46v_ROI
0.14891339926273245,L_a9-46v_ROI
0.19750178683530037,L_a9-46v_ROI
0.28448817030617146,L_a9-46v_ROI
0.3242952997468257,L_a9-46v_ROI
0.2968246713241689,L_a9-46v_ROI
0.35920869797998645,L_a9-46v_ROI
0.2670899689701404,L_a9-46v_ROI
0.314847918398387,L_a9-46v_ROI
0.1389846949344607,L_a9-46v_ROI
0.2110749533422227,L_a9-46v_ROI
0.22409067007484465,L_a9-46v_ROI
0.3809396761182753,L_a9-46v_ROI
0.2874203803118508,L_a9-46v_ROI
0.18580754334569607,L_a9-46v_ROI
0.42482025497272585,L_a9-46v_ROI
0.25300975126180314,L_a9-46v_ROI
0.3378615594685564,L_a9-46v_ROI
0.25774422054535995,L_a9-46v_ROI
0.3163264534778973,L_a9-46v_ROI
0.3116318312543593,L_a9-46v_ROI
0.33751916932861636,L_a9-46v_ROI
0.23752862847332587,L_a9-46v_ROI
0.28491477969526025,L_a9-46v_ROI
0.24389914244874078,L_a9-46v_ROI
0.27800441772506435,L_a9-46v_ROI
0.26294710424733725,L_a9-46v_ROI
0.27627760799384216,L_a9-46v_ROI
0.23911378260800983,L_a9-46v_ROI
0.3179431143184165,L_a9-46v_ROI
0.3351841399073742,L_a9-46v_ROI
0.3129419786428339,L_a9-46v_ROI
0.4541791313933987,L_a9-46v_ROI
0.2375139835311924,L_a9-46v_ROI
0.36115772272746527,L_a9-46v_ROI
0.3486057396609337,L_a9-46v_ROI
0.3570203990484304,L_a9-46v_ROI
0.2569129348601117,L_a9-46v_ROI
0.1406836226905313,L_a9-46v_ROI
0.2835949958893924,L_a9-46v_ROI
0.22865435266278872,L_a9-46v_ROI
0.24827215389065838,L_a9-46v_ROI
