rho,roi
0.43340100253557556,R_43_ROI
0.3962068942805649,R_43_ROI
0.43148039491610934,R_43_ROI
0.4788474705906392,R_43_ROI
0.3971580344007005,R_43_ROI
0.4136530545181716,R_43_ROI
0.428974521571009,R_43_ROI
0.41868508070218763,R_43_ROI
0.41786292354816557,R_43_ROI
0.4663415276337514,R_43_ROI
0.4761597935991957,R_43_ROI
0.373092260388566,R_43_ROI
0.4476352248048517,R_43_ROI
0.4072101965029119,R_43_ROI
0.4432191461236759,R_43_ROI
0.37270083155246025,R_43_ROI
0.4385485974050003,R_43_ROI
0.44094044098723,R_43_ROI
0.4570032148177012,R_43_ROI
0.3634265123829683,R_43_ROI
0.4099917256296558,R_43_ROI
0.4730066894006377,R_43_ROI
0.4162604738741983,R_43_ROI
0.4624565808199652,R_43_ROI
0.4515312910427577,R_43_ROI
0.34675064149352564,R_43_ROI
0.51929619788385,R_43_ROI
0.518171803878094,R_43_ROI
0.47955788497314183,R_43_ROI
0.48153847899350055,R_43_ROI
0.42159652939292885,R_43_ROI
0.46451394195194745,R_43_ROI
0.4423159455710872,R_43_ROI
0.4170597370138947,R_43_ROI
0.3497235386142168,R_43_ROI
0.4201583438013573,R_43_ROI
0.44337944417151215,R_43_ROI
0.40803851236110106,R_43_ROI
0.43106131313461754,R_43_ROI
0.39180504561304785,R_43_ROI
0.40331111272751874,R_43_ROI
0.37661548873023576,R_43_ROI
0.38510114661960737,R_43_ROI
0.407713626796148,R_43_ROI
0.4226976472548255,R_43_ROI
0.44509593564283567,R_43_ROI
0.41315592267203005,R_43_ROI
0.4196365040661817,R_43_ROI
0.46122655925790446,R_43_ROI
0.5002982249003758,R_43_ROI
0.47370099457363884,R_43_ROI
0.527560341342764,R_43_ROI
0.39278481553625255,R_43_ROI
0.4826104991839535,R_43_ROI
0.4269737381912483,R_43_ROI
0.4504504485532731,R_43_ROI
0.4477810603669954,R_43_ROI
0.5240621470964779,R_43_ROI
0.46220905587534894,R_43_ROI
0.4505189416795577,R_43_ROI
0.4596659923379947,R_43_ROI
0.33005107262358685,R_43_ROI
0.4882608672538627,R_43_ROI
0.4528342025701834,R_43_ROI
0.4659150521323217,R_43_ROI
0.4013942370463307,R_43_ROI
0.42611043889893746,R_43_ROI
0.488469523017648,R_43_ROI
0.4029945918755767,R_43_ROI
0.3954080246847053,R_43_ROI
0.3917537041762752,R_43_ROI
0.43551759173935006,R_43_ROI
0.4502347296007395,R_43_ROI
0.44540999979776164,R_43_ROI
0.3912483446486878,R_43_ROI
0.488546004668977,R_43_ROI
0.4582364241412523,R_43_ROI
0.43130214999286537,R_43_ROI
0.3550367695176006,R_43_ROI
0.544486291627311,R_43_ROI
0.48412255589113096,R_43_ROI
0.5047235410477939,R_43_ROI
0.44338051806685297,R_43_ROI
0.48992264116850287,R_43_ROI
0.5430610761477163,R_43_ROI
0.4243498356511578,R_43_ROI
0.4839255828199517,R_43_ROI
0.4663199483787327,R_43_ROI
0.4565015688410922,R_43_ROI
0.43857544333290505,R_43_ROI
0.4836649262781656,R_43_ROI
0.4173525165391587,R_43_ROI
0.40104608236160777,R_43_ROI
0.4640849558823683,R_43_ROI
0.39443687173039754,R_43_ROI
0.45870635120222014,R_43_ROI
0.40708102092111476,R_43_ROI
