rho,roi
0.09979618836083673,R_5L_ROI
0.13093790051472065,R_5L_ROI
0.2794519291323981,R_5L_ROI
0.13102226427299346,R_5L_ROI
0.15965287924117988,R_5L_ROI
0.14055761715459528,R_5L_ROI
0.20026146774148443,R_5L_ROI
0.15290759556052871,R_5L_ROI
0.21870427225070796,R_5L_ROI
0.11941941678240332,R_5L_ROI
0.08276666918611825,R_5L_ROI
0.17393679344924554,R_5L_ROI
0.16885773133483922,R_5L_ROI
0.15908071602685322,R_5L_ROI
0.08273947015011476,R_5L_ROI
0.17691402036170484,R_5L_ROI
0.10458892882566073,R_5L_ROI
0.09793485294733764,R_5L_ROI
0.18105566009384957,R_5L_ROI
0.16096488821627034,R_5L_ROI
0.06808860013948576,R_5L_ROI
0.1577065002363695,R_5L_ROI
0.1611097314422345,R_5L_ROI
0.08908686363969284,R_5L_ROI
0.12912927440864505,R_5L_ROI
0.18664090327870064,R_5L_ROI
0.09467717107518293,R_5L_ROI
0.20089878975629316,R_5L_ROI
0.14967772352030997,R_5L_ROI
0.10505866280051163,R_5L_ROI
0.09092554943967895,R_5L_ROI
0.2574170625290789,R_5L_ROI
0.24164658832845004,R_5L_ROI
0.10049638221696697,R_5L_ROI
0.14162919905446383,R_5L_ROI
0.10881556070782922,R_5L_ROI
0.14783108249025528,R_5L_ROI
0.15682945899277298,R_5L_ROI
0.1084991641879263,R_5L_ROI
0.10457903378308211,R_5L_ROI
0.10664447565114385,R_5L_ROI
0.23079236778018883,R_5L_ROI
0.08729932859404031,R_5L_ROI
0.16587084351427592,R_5L_ROI
0.1860833751211283,R_5L_ROI
0.1070064605697879,R_5L_ROI
0.07761712157207958,R_5L_ROI
0.1332388366548713,R_5L_ROI
0.158483566678069,R_5L_ROI
0.19562703357369715,R_5L_ROI
0.08744336090900173,R_5L_ROI
0.12607581880263846,R_5L_ROI
0.18112822592917646,R_5L_ROI
0.1939079050716418,R_5L_ROI
0.045587142277462696,R_5L_ROI
0.1733831553066943,R_5L_ROI
0.08973016240117712,R_5L_ROI
0.2911295184446989,R_5L_ROI
0.1723693168905811,R_5L_ROI
0.1455127993551212,R_5L_ROI
0.19433151010954003,R_5L_ROI
0.22437372745348316,R_5L_ROI
0.11056174055113996,R_5L_ROI
0.24442074136369163,R_5L_ROI
0.15731602955499913,R_5L_ROI
0.2217347121178227,R_5L_ROI
0.10604313484499708,R_5L_ROI
0.16121809829706116,R_5L_ROI
0.1224737414633264,R_5L_ROI
0.12112482609004553,R_5L_ROI
0.0974212896064089,R_5L_ROI
0.1275424588690116,R_5L_ROI
0.1197068457923696,R_5L_ROI
0.07947914459460334,R_5L_ROI
0.14961324204764534,R_5L_ROI
0.11613462651210532,R_5L_ROI
0.25915924007545504,R_5L_ROI
0.19526230088798174,R_5L_ROI
0.23858617232192525,R_5L_ROI
0.08196091947778858,R_5L_ROI
0.10027547094099787,R_5L_ROI
0.07976752160584193,R_5L_ROI
0.08477966653839361,R_5L_ROI
0.06660165189298041,R_5L_ROI
0.13841477371918393,R_5L_ROI
0.1569904050390795,R_5L_ROI
0.15549425921527382,R_5L_ROI
0.09014920109463131,R_5L_ROI
0.17401778451270794,R_5L_ROI
0.1397660486905961,R_5L_ROI
0.14632223440634495,R_5L_ROI
0.15414992240747347,R_5L_ROI
0.05746332849433281,R_5L_ROI
0.18022902807109076,R_5L_ROI
0.10443084875560918,R_5L_ROI
0.18615428159952466,R_5L_ROI
0.10774514573233078,R_5L_ROI
0.17304498406404928,R_5L_ROI
0.1436692743064213,R_5L_ROI
0.0649330361770484,R_5L_ROI
0.18351246244636255,R_5L_ROI
0.09094343514024228,R_5L_ROI
0.12248998008831861,R_5L_ROI
0.1213532883771056,R_5L_ROI
0.10347281749727537,R_5L_ROI
0.04933194959386873,R_5L_ROI
0.160256927355076,R_5L_ROI
0.161290237744847,R_5L_ROI
0.09264120663590625,R_5L_ROI
0.0768311589413111,R_5L_ROI
0.08646051075191352,R_5L_ROI
0.11541006472722616,R_5L_ROI
